iter	RMSE
124	0.5191422442
125	0.5181505071
126	0.5165116064
127	0.514962149
128	0.5143394813
129	0.5131491638
130	0.5108526936
131	0.5090911829
132	0.507173679
133	0.5061937465
134	0.5049523693
135	0.5033235913
136	0.5017812277
137	0.50059533
138	0.4984892832
139	0.4947883239
140	0.4938914173
141	0.4918695374
142	0.4894512847
143	0.4873857087
144	0.4864652584
145	0.4856234914
146	0.48455992
147	0.4837920624
148	0.4834304105
149	0.4814751034
150	0.480061046
151	0.4778534906
152	0.4768850218
153	0.4763942064
154	0.4738472217
155	0.4728781918
156	0.4708830854
157	0.4701839941
158	0.4686220609
159	0.4667953297
160	0.4658806828
161	0.4648392853
162	0.4637513559
163	0.4626619246
164	0.4620728577
165	0.4606906253
166	0.4582067239
167	0.4564491765
168	0.455503266
169	0.4547365554
170	0.4538055012
171	0.4519695496
172	0.4500242892
173	0.4478563865
174	0.4470259421
175	0.4442207455
176	0.4426293937
177	0.4416099279
178	0.4410190018
179	0.4402668938
180	0.438046159
181	0.4368204041
182	0.4362623126
183	0.4352605204
184	0.4340770338
185	0.4325647301
186	0.4323054892
187	0.4320500242
188	0.4306360697
189	0.4299050428
190	0.4294903659
191	0.427997379
192	0.4259566144
193	0.4245656614
194	0.4230831926
195	0.4224272925
196	0.4219691581
197	0.4217167638
198	0.4214562643
199	0.4196868919
200	0.4172175417
201	0.4154975117
202	0.4140076848
203	0.4124876141
204	0.4118598196
205	0.4104732524
206	0.4085760784
207	0.4073910114
208	0.4058136436
209	0.4047728039
210	0.4032200207
211	0.4030127799
212	0.4023299727
213	0.4018246092
214	0.4012844101
215	0.3998720026
216	0.3986089482
217	0.3978069405
218	0.3968196632
219	0.3962477876
220	0.3959710488
221	0.39435449
222	0.3928880215
223	0.391121066
224	0.3905155664
225	0.3898345904
226	0.3885858557
227	0.3870514685
228	0.3860128479
229	0.3854550743
230	0.3847630607
231	0.3840907779
232	0.3823092309
233	0.3816176122
234	0.3810396841
235	0.3804014932
236	0.378666992
237	0.3782540132
238	0.3765263018
239	0.3757272356
240	0.3750881586
241	0.3744392693
242	0.3726205713
243	0.3719787389
244	0.3712431964
245	0.37035973
246	0.3688738572
247	0.3676506868
248	0.3660437322
249	0.365248605
250	0.3643049493
251	0.3636797576
252	0.362543977
253	0.3619321711
254	0.3612185216
255	0.3596225385
256	0.3590228453
257	0.3576804155
258	0.356943632
259	0.3558488244
260	0.3552389409
261	0.3545525772
262	0.3539930701
263	0.3526071942
264	0.3520281178
265	0.3514268635
266	0.3506179557
267	0.3500370395
268	0.3490273703
269	0.3483058414
270	0.3473250842
271	0.3465591733
272	0.3458095924
273	0.3450759745
274	0.344406758
275	0.343745731
276	0.3430248262
277	0.3423704479
278	0.3418304569
279	0.3411431607
280	0.340433616
281	0.3399194904
282	0.3390118953
283	0.3383282535
284	0.3376518998
285	0.3372757999
286	0.3358893429
287	0.3352650437
288	0.3345975243
289	0.3340794919
290	0.3333715065
291	0.3328587884
292	0.3322061714
293	0.3315614683
294	0.3309598076
295	0.330302826
296	0.3298113598
297	0.3292295009
298	0.3285946845
299	0.3281189844
300	0.3274988367
301	0.3270128914
302	0.3265524767
303	0.3259124791
304	0.3252858616
305	0.3248285366
306	0.3234912156
307	0.3219992098
308	0.3213811234
309	0.3209241417
310	0.3194684244
311	0.3190146293
312	0.318404781
313	0.3179561153
314	0.3173580738
315	0.3159329024
316	0.3154433715
317	0.3148547998
318	0.3144107335
319	0.3138232697
320	0.3132449132
321	0.3128101153
322	0.3114112654
323	0.3100512316
324	0.3094784539
325	0.309002555
326	0.3077056736
327	0.3064420033
328	0.3058835836
329	0.3053365788
330	0.3048007358
331	0.3042758073
332	0.3038391366
333	0.3025474185
334	0.302029912
335	0.3007767465
336	0.299541693
337	0.2990672605
338	0.2985985011
339	0.2981353516
340	0.2976777492
341	0.2964711638
342	0.2960175665
343	0.2955035493
344	0.2943761209
345	0.2939261312
346	0.2934505446
347	0.2930052576
348	0.292565311
349	0.2921306453
350	0.2910461871
351	0.2899019193
352	0.2894698016
353	0.2890428683
354	0.2886419257
355	0.2875726519
356	0.2871538613
357	0.2867401065
358	0.2863514779
359	0.2853290001
360	0.2849235866
361	0.2839244067
362	0.2835227553
363	0.2824552399
364	0.2820571407
365	0.2816638413
366	0.28139877
367	0.2810299061
368	0.2806653802
369	0.2798169351
370	0.2795572045
371	0.2791992939
372	0.2788456033
373	0.2778055065
374	0.2775507004
375	0.2773000775
376	0.2769510098
377	0.276129449
378	0.2757858726
379	0.2748520037
380	0.2746053775
381	0.2742659009
382	0.2740241718
383	0.273462939
384	0.2732246771
385	0.2722326891
386	0.2719972558
387	0.2717656705
388	0.2714318641
389	0.2705628711
390	0.2703347691
391	0.2701103941
392	0.2691579077
393	0.2688277924
394	0.2682888451
395	0.2677687577
396	0.2672942112
397	0.266463694
398	0.2660270976
399	0.2655970853
400	0.2651735563
401	0.2649572162
402	0.2647444031
403	0.2642440574
404	0.2633230157
405	0.2629058038
406	0.2624948871
407	0.2620320315
408	0.2616265733
409	0.2611415397
410	0.2607425466
411	0.2602929068
412	0.2598992237
413	0.2595114767
414	0.2590685659
415	0.2588708526
416	0.2586763369
417	0.2579413259
418	0.2574801277
419	0.2571012944
420	0.25667318
421	0.2562994078
422	0.2559312762
423	0.2555631736
424	0.255200151
425	0.2547588939
426	0.2544016757
427	0.2542188433
428	0.254038951
429	0.2538619466
430	0.2529319358
431	0.2527568183
432	0.2525845048
433	0.2524149456
434	0.2518925209
435	0.2517253056
436	0.2515607546
437	0.2506553128
438	0.2504924847
439	0.2503322447
440	0.2494623983
441	0.2493038834
442	0.2491478809
443	0.2489943469
444	0.2484882252
445	0.2480341608
446	0.2471877203
447	0.2467388486
448	0.2459133894
449	0.2454696527
450	0.2449903557
451	0.244555409
452	0.2440886189
453	0.2436622168
454	0.2432418022
455	0.2427894694
456	0.242480572
457	0.242175311
458	0.2417335877
459	0.2414324886
460	0.2411349421
461	0.24084091
462	0.2404473506
463	0.2396485229
464	0.2393876774
465	0.2387806416
466	0.2385243088
467	0.2381619924
468	0.2379084216
469	0.2374717078
470	0.2372217356
471	0.2364405359
472	0.2361316637
473	0.2358869184
474	0.2357332013
475	0.2351454138
476	0.2349936563
477	0.2348443173
478	0.2346973537
479	0.2345527233
480	0.2337885418
481	0.2336454571
482	0.2335046376
483	0.2329289913
484	0.2327899467
485	0.2319145252
486	0.2310568477
487	0.2306282155
488	0.2303526306
489	0.2302152542
490	0.2293721437
491	0.2285461575
492	0.2277369751
493	0.2273840886
494	0.2265899401
495	0.2263135169
496	0.2260764388
497	0.2258423179
498	0.2250616497
499	0.2247918257
500	0.2245617641
501	0.2241385226
502	0.2239116783
503	0.2231430439
504	0.2228791397
505	0.2226021404
506	0.2218478562
507	0.2215889076
508	0.2213330381
509	0.22059259
510	0.2203389948
511	0.2201228812
512	0.2197553511
513	0.2190270744
514	0.2187772476
515	0.218565273
516	0.2178503346
517	0.2176046265
518	0.2173256373
519	0.2171169953
520	0.21641476
521	0.2160796112
522	0.2158084619
523	0.2151192505
524	0.2147924318
525	0.2145842309
526	0.2139074551
527	0.2136434834
528	0.2133246278
529	0.2131178048
530	0.2124528515
531	0.2121962266
532	0.2119581112
533	0.2117056787
534	0.2110528719
535	0.2106292358
536	0.2099893384
537	0.2096850794
538	0.2094511661
539	0.2092087958
540	0.2085800968
541	0.2081723863
542	0.2079423235
543	0.2073253875
544	0.2070893911
545	0.2068612173
546	0.2064671837
547	0.2058156702
548	0.205591334
549	0.2053696814
550	0.2051506826
551	0.2049199923
552	0.2042775353
553	0.2040602088
554	0.203845488
555	0.2034669971
556	0.2028708397
557	0.2026453595
558	0.2024342036
559	0.2018055762
560	0.2015962447
561	0.2013894292
562	0.201166233
563	0.200562587
564	0.2003742693
565	0.200011861
566	0.1993933379
567	0.1991908309
568	0.1989907639
569	0.1986055932
570	0.1980169774
571	0.197797669
572	0.1971926384
573	0.1969931851
574	0.1967961363
575	0.1964452278
576	0.1958486571
577	0.1956549548
578	0.1952790639
579	0.1947072718
580	0.1945279436
581	0.1943118105
582	0.1937284539
583	0.193536879
584	0.1933476198
585	0.1931728517
586	0.1927970591
587	0.1925827132
588	0.192024217
589	0.1918511678
590	0.1912797937
591	0.1910940526
592	0.1908815956
593	0.1907342109
594	0.190171877
595	0.1899874778
596	0.1898053123
597	0.189263099
598	0.1890524729
599	0.1888454264
600	0.1883279462
601	0.1881241307
602	0.1879427384
603	0.1877422118
604	0.1872342815
605	0.187036862
606	0.1868427812
607	0.1866598684
608	0.1861433147
609	0.1855160431
610	0.1853346101
611	0.185142284
612	0.1849628768
613	0.1848156903
614	0.184626299
615	0.1841222284
616	0.1836407892
617	0.1834539303
618	0.1832702163
619	0.1830914494
620	0.1829101966
621	0.1824256059
622	0.1822441966
623	0.1820667855
624	0.1815941351
625	0.1814153217
626	0.1812200365
627	0.1809624386
628	0.1807821541
629	0.1805914849
630	0.1804214676
631	0.1799546932
632	0.1797799505
633	0.1795933841
634	0.1794145651
635	0.1789347346
636	0.1787920964
637	0.1786517094
638	0.1781957319
639	0.1780101485
640	0.1778442616
641	0.1776714514
642	0.1773620516
643	0.1771808061
644	0.1769380973
645	0.1766992676
646	0.1765405194
647	0.1762701082
648	0.1758172204
649	0.1756597831
650	0.1754911595
651	0.1750259238
652	0.1748882553
653	0.1747527583
654	0.1743819665
655	0.174248621
656	0.1741173647
657	0.1738537959
658	0.1734834546
659	0.1733259493
660	0.1730645489
661	0.1729087212
662	0.1725477431
663	0.1724205958
664	0.1720599007
665	0.1719344366
666	0.1716774842
667	0.171323527
668	0.171091098
669	0.1708623953
670	0.1706373547
671	0.17048715
672	0.1701951437
673	0.1700465055
674	0.1698996763
675	0.1696603819
676	0.1693111515
677	0.1690937276
678	0.1688405309
679	0.1686964071
680	0.1685540399
681	0.1682062475
682	0.1679707317
683	0.1675416945
684	0.1672558235
685	0.1670858959
686	0.1667461872
687	0.1666291114
688	0.1664720372
689	0.1662251841
690	0.1658071609
691	0.1656660596
692	0.1653345063
693	0.1650549588
694	0.164915048
695	0.1647461776
696	0.164420157
697	0.164190106
698	0.1640781446
699	0.1637433955
700	0.1635327167
701	0.1633077152
702	0.1630998729
703	0.1628587685
704	0.1626546829
705	0.1625198197
706	0.162201379
707	0.1619286158
708	0.1617949004
709	0.1614669203
710	0.1612457432
711	0.1609242099
712	0.1607249986
713	0.160529008
714	0.1603991806
715	0.1601616416
716	0.1600332133
717	0.1597655119
718	0.159638438
719	0.1593257708
720	0.1590102188
721	0.1588842053
722	0.1587597353
723	0.158450242
724	0.1583270401
725	0.1581078752
726	0.1577471154
727	0.1573563567
728	0.1570871456
729	0.1569654931
730	0.156703053
731	0.1565836237
732	0.1564656611
733	0.1563030797
734	0.1558723972
735	0.1557121283
736	0.1554140502
737	0.1551783955
738	0.1549130793
739	0.1546146997
740	0.1544967901
741	0.1543803285
742	0.1541631646
743	0.1538701598
744	0.1534970528
745	0.1531654731
746	0.1530075141
747	0.1528305793
748	0.1527158622
749	0.1523528984
750	0.1521982046
751	0.1520845488
752	0.1519323575
753	0.1515764595
754	0.1514267036
755	0.1512794647
756	0.1507662234
757	0.1506530284
758	0.1505396553
759	0.1504287475
760	0.1502831912
761	0.150172048
762	0.1499532538
763	0.1498098194
764	0.149502729
765	0.1493615705
766	0.1491946652
767	0.1490854141
768	0.1489242046
769	0.148817186
770	0.1485514429
771	0.1484461337
772	0.148142975
773	0.1480387665
774	0.1479006882
775	0.1476264742
776	0.1475223478
777	0.1472893233
778	0.1471867656
779	0.1466663893
780	0.1465647258
781	0.1464276539
782	0.1463271622
783	0.1462264923
784	0.1460915197
785	0.1458219345
786	0.1457223282
787	0.1454622271
788	0.1453640818
789	0.1450742128
790	0.1449405889
791	0.1448092084
792	0.1447008075
793	0.1444431603
794	0.1441790657
795	0.1440826059
796	0.1439873404
797	0.1434840989
798	0.1433896662
799	0.1432593966
800	0.143164508
801	0.1429453337
802	0.1426865576
803	0.1425929451
804	0.1425005664
805	0.1422851487
806	0.142156044
807	0.1418784547
808	0.1417514162
809	0.141649046
810	0.1415480783
811	0.1414579993
812	0.1412326117
813	0.140979262
814	0.1408904117
815	0.1406395768
816	0.1401515332
817	0.1400624362
818	0.1399363863
819	0.1398483295
820	0.1395999107
821	0.1395134012
822	0.1394280346
823	0.1391817195
824	0.1390569485
825	0.1388124665
826	0.1387262912
827	0.13851338
828	0.1382361091
829	0.1381128344
830	0.1380178207
831	0.1379241092
832	0.1378416884
833	0.1376033666
834	0.1375219342
835	0.1372360107
836	0.1370267061
837	0.1367549526
838	0.1366330222
839	0.1365012666
840	0.1362182055
841	0.1361335714
842	0.1360403606
843	0.1359207651
844	0.1356867683
845	0.1354056679
846	0.1353224612
847	0.1350443134
848	0.1347771566
849	0.1346586564
850	0.1345314428
851	0.1344498383
852	0.1341734872
853	0.1339687786
854	0.1337389602
855	0.1334607539
856	0.1333699136
857	0.1330995106
858	0.132974809
859	0.1327071587
860	0.1326305576
861	0.1324315339
862	0.1321671263
863	0.1320438919
864	0.1317739425
865	0.1315070637
866	0.1314191951
867	0.1312980687
868	0.131038194
869	0.1309187642
870	0.1306615557
871	0.1305878905
872	0.130383425
873	0.1301553044
874	0.1300705115
875	0.1298166841
876	0.129740926
877	0.1295146971
878	0.1291937887
879	0.128970451
880	0.1287194317
881	0.1284712297
882	0.1282805138
883	0.1282091996
884	0.1279889916
885	0.1277436627
886	0.1275010966
887	0.127418118
888	0.126987757
889	0.1269071532
890	0.1268330705
891	0.1266156954
892	0.1264998523
893	0.1262827832
894	0.1260959872
895	0.1260170387
896	0.1259488418
897	0.1257107788
898	0.1254572613
899	0.1253425809
900	0.1252192043
901	0.1250069302
902	0.1247700842
903	0.1246973191
904	0.1244630169
905	0.1241756394
906	0.1239181588
907	0.1238055328
908	0.1237276983
909	0.123656202
910	0.1234477795
911	0.1233692615
912	0.1232479084
913	0.1229527817
914	0.1227211894
915	0.1225100665
916	0.1223058422
917	0.1220775632
918	0.1220112225
919	0.1217854018
920	0.1213895891
921	0.1213136274
922	0.1211327997
923	0.121067595
924	0.1208670233
925	0.1206448647
926	0.1205583902
927	0.1204470408
928	0.1203374787
929	0.1201396897
930	0.1199190739
931	0.119646345
932	0.1194448956
933	0.1192121562
934	0.119103506
935	0.1190284494
936	0.118834632
937	0.1187605557
938	0.1185444896
939	0.1182908747
940	0.1181739484
941	0.1181004383
942	0.1180161533
943	0.1179098438
944	0.1177198953
945	0.1175047112
946	0.1173900838
947	0.117203321
948	0.1169899543
949	0.116915886
950	0.1168489257
951	0.1166507514
952	0.1162823567
953	0.1161690789
954	0.1160974823
955	0.1160268685
956	0.1158431869
957	0.1156332631
958	0.1155723967
959	0.1153647488
960	0.1151903804
961	0.1149615477
962	0.1147563207
963	0.1145534391
964	0.1144721764
965	0.1143680299
966	0.1141868208
967	0.1139855424
968	0.1137623833
969	0.1135628147
970	0.1133655371
971	0.1132847375
972	0.1130896058
973	0.1129114323
974	0.1127181278
975	0.1126584941
976	0.1125222611
977	0.1123310383
978	0.1122275818
979	0.1120517863
980	0.1118566256
981	0.1116690005
982	0.1114290769
983	0.1111909375
984	0.1110882325
985	0.1109158341
986	0.1107261539
987	0.1105924269
988	0.1104050071
989	0.1103344204
990	0.1101536468
991	0.1099223337
992	0.1098113201
993	0.1095774501
994	0.1095072406
995	0.1094379932
996	0.1093590757
997	0.1092579099
998	0.1090878704
999	0.1089567024
